respondent_id,h1n1_vaccine,seasonal_vaccine
26802,0.18693802693084297,0.09532201842170955
26803,0.2561207599767498,0.07354937461278029
26804,0.11425454553970636,0.027382268042132358
26805,0.23708192680834297,0.037924186899587736
26806,0.7920321938714313,0.05046412060458474
26807,0.8987571403536951,0.6125301721291587
26808,0.6426310768682585,0.28819609347266106
26809,0.13183001253102308,0.5543211474262053
26810,0.1399966196365521,0.02023222909919557
26811,0.049773835088890175,0.04716835713890773
26812,0.6790951284933372,0.12320538706613181
26813,0.13406715556709056,0.21159205663220992
26814,0.270194961876686,0.02976784489557968
26815,0.19812229136998696,0.06685057711295617
26816,0.26155426734585063,0.05622620854324573
26817,0.5801128199509965,0.13899901526205619
26818,0.473378511184317,0.11761058959660119
26819,0.49615718831651384,0.4559584497401261
26820,0.3086278224052321,0.09255952921500504
26821,0.48744706985813724,0.10067460678605504
26822,0.5263561871003041,0.17841064694368788
26823,0.3026594382515934,0.41881806155353807
26824,0.6048816483476928,0.03797513074256124
26825,0.5911642528605102,0.3577003857842428
26826,0.5297992703882353,0.06206192048452591
26827,0.13377689808223756,0.026704580974856146
26828,0.6254943036167476,0.2137460475706402
26829,0.8189617495743324,0.5453945446866034
26830,0.5885534448946436,0.0785612265646018
26831,0.6560558677386392,0.15212841463737398
26832,0.8904292585890385,0.14301583632850062
26833,0.3957538329075681,0.011493024543222187
26834,0.6382226983024522,0.1489545475506281
26835,0.8398013133642718,0.2731039917880676
26836,0.429214273219894,0.16555132454270144
26837,0.024044405996521908,0.06119507890084169
26838,0.27727229659451536,0.099859197414612
26839,0.5827795509633527,0.17377806713994842
26840,0.2599936243884214,0.12693067200748473
26841,0.7349386591520047,0.2601248475851303
26842,0.2557060835074712,0.10256377006000304
26843,0.031274985526835615,0.05141190726760626
26844,0.5377456514304265,0.043456219931197124
26845,0.6032328193267059,0.050422247876528006
26846,0.579383070538534,0.04615324577778247
26847,0.18405354501731552,0.38960769227553965
26848,0.6128754996690303,0.03735688828591722
26849,0.5393194007140969,0.11096210796355602
26850,0.5962155552438613,0.3353039316178473
26851,0.10954754131676106,0.04293773057807464
26852,0.16438286131010751,0.04119760748450076
26853,0.594649485189091,0.46924908357555967
26854,0.12557548506262162,0.02308605511191034
26855,0.7874106911811501,0.5145832352624787
26856,0.043674643083376444,0.1239925261063379
26857,0.2906761637277613,0.49137325122110115
26858,0.5193656115903299,0.1077402561397528
26859,0.2523225654631518,0.10520219272921251
26860,0.1111633077670338,0.1198740762917214
26861,0.06524608364105929,0.0536694016021646
26862,0.4131521955980254,0.12310071072277748
26863,0.4338286363323665,0.17910889052582665
26864,0.3631384681842529,0.46449772015448193
26865,0.0486035512491048,0.017500663323571447
26866,0.45216909010748757,0.22419798573679128
26867,0.15826688875454914,0.09901648260775443
26868,0.8607925680000251,0.7755868603118143
26869,0.5097270925146483,0.15975060401932034
26870,0.6946214182236186,0.5619955866735946
26871,0.07982720365957434,0.06230849767200846
26872,0.33823501074242446,0.02396331202937639
26873,0.8584884706794011,0.15082565924861055
26874,0.06723131363529407,0.020532313512030602
26875,0.9192981913449677,0.5535324961919487
26876,0.04158922887301525,0.04184126055217158
26877,0.18454897543033116,0.07901361253030864
26878,0.2337093520172851,0.08163477977761141
26879,0.07149371088281038,0.0216352976281486
26880,0.06529064631799791,0.021494105742151912
26881,0.10457866822703087,0.026195216539941207
26882,0.1644087294125271,0.06259767814820284
26883,0.4226871021764535,0.12062726527943059
26884,0.39240610706814066,0.12526949070180662
26885,0.7667391274507764,0.18673506233270618
26886,0.5893608892334649,0.0733615459173245
26887,0.7077258363609483,0.5614898407204755
26888,0.9705792953134186,0.9097639089940701
26889,0.22302401538302682,0.06704630019898744
26890,0.47710869885982354,0.11634363997223159
26891,0.5587194656315582,0.4009036402098879
26892,0.6659800265925822,0.11107029423210169
26893,0.23231625026563102,0.07652760573767692
26894,0.5108326352342984,0.23237089876121603
26895,0.6841958016460401,0.06873510542469992
26896,0.180484776255014,0.0738295622796909
26897,0.21845372341349234,0.05151692536317428
26898,0.7450507994955231,0.24750201822368015
26899,0.1769756216101153,0.07157498053225672
26900,0.4047213115239686,0.1431534487604608
26901,0.4738244442857675,0.01127638720269227
26902,0.9290287582648322,0.17596913113626497
26903,0.0692302989151516,0.13050040491971104
26904,0.24856633502239334,0.06444957023336581
26905,0.5764187651332808,0.28880821237466114
26906,0.18397501836381572,0.055647797521416936
26907,0.44487332693404985,0.01264927052751466
26908,0.6182468583565442,0.12483052717844538
26909,0.2185640959074731,0.07050486886038725
26910,0.40988928137737846,0.164333296066697
26911,0.18849101537495463,0.10100851388741523
26912,0.9191876312154121,0.5057495053034446
26913,0.8739737386061536,0.7674873435085032
26914,0.3101952592093707,0.0999442183942446
26915,0.8094868025506656,0.175227549898703
26916,0.29777375575842846,0.06937736403320743
26917,0.03770868713488941,0.010694227950701112
26918,0.8571130754009425,0.6505097040616719
26919,0.4275975647946763,0.2911024718250188
26920,0.24954558364767104,0.049777922722395514
26921,0.8339573303983995,0.13677868001851046
26922,0.699195268728679,0.0455981075445608
26923,0.34828242431199424,0.06742169658383759
26924,0.8461916769140788,0.6495615805739727
26925,0.6044981891612073,0.14304173683694035
26926,0.5181550945665881,0.5926624037124456
26927,0.5274460034960763,0.3141782270675385
26928,0.7230290522182089,0.08127676185566612
26929,0.2992372364710976,0.11152265723027005
26930,0.8238985002798696,0.4853594586951769
26931,0.4002429836878173,0.1317662597327399
26932,0.7618832855802562,0.04226091657955037
26933,0.7046828512063298,0.06113630811342398
26934,0.6897232858905469,0.5293120755555802
26935,0.37778730965022433,0.12007923485478107
26936,0.27063304251013304,0.3951743258047223
26937,0.5014474764058456,0.20419343890954914
26938,0.09087964361455886,0.09339354077594256
26939,0.052196349318369646,0.029945534575553767
26940,0.1983891997097701,0.0551442444156711
26941,0.2540362000288323,0.05008730279405527
26942,0.8366990782357295,0.6005166398614147
26943,0.7521762007968189,0.16311366709039618
26944,0.1483599862465942,0.08399667858215883
26945,0.3881821747205979,0.1087934875693195
26946,0.6925838996634054,0.11265312241499062
26947,0.5306166104850726,0.14343350610212505
26948,0.07455426105905336,0.025144507556373062
26949,0.022279562291553055,0.007530595919300086
26950,0.5279144347913916,0.032172544384134485
26951,0.2368390968220051,0.06356845472496173
26952,0.911174886842597,0.8437550945558653
26953,0.9376188860513793,0.6928804826936443
26954,0.2374863358657424,0.07175336224890674
26955,0.379686270863596,0.12885762540887497
26956,0.4954769059710137,0.17237096972067328
26957,0.8633257469432276,0.02774448572549329
26958,0.8867736365258742,0.3760184440341091
26959,0.3990781088057527,0.05494710211152433
26960,0.056133251928355214,0.040695973969271965
26961,0.3884903882002431,0.20191918768598857
26962,0.8150520986443432,0.14634673709378948
26963,0.32642954983909367,0.1612795579796462
26964,0.11543262918739332,0.034825641350182936
26965,0.937951223832597,0.7852787318133025
26966,0.04150487521737388,0.012421696019656741
26967,0.3828710159522951,0.1692665728512432
26968,0.6022172049790012,0.030687216128764207
26969,0.10009038137991089,0.027795381414615537
26970,0.4712828936639294,0.7816640418870499
26971,0.27350106967431037,0.08012963458073985
26972,0.029023636936527524,0.009496719213483808
26973,0.281786520318522,0.09279727830777239
26974,0.4287436297629488,0.13920880232636856
26975,0.4729770226735746,0.055299246337597904
26976,0.6092396005840095,0.8475952286095789
26977,0.17815946919446707,0.04321438007672171
26978,0.6596679399962243,0.028260019569740873
26979,0.6351792464340402,0.3711451719106067
26980,0.03884376933858909,0.013688000083509419
26981,0.2712652115711895,0.05271054601083898
26982,0.8200265383162443,0.5648411906476568
26983,0.3940881181528003,0.1357769789235209
26984,0.24507759607579094,0.09665836597400719
26985,0.2622095951164723,0.035631880480688854
26986,0.37681746450542625,0.15960052864526347
26987,0.2561207599767498,0.07354937461278029
26988,0.1527322337789779,0.037709658289960694
26989,0.6836244279082503,0.3207527630768043
26990,0.07471603969804355,0.016642370928847464
26991,0.6648035362286593,0.32367809950053317
26992,0.4846967542934269,0.322768931917789
26993,0.6499385404988262,0.1218272312278638
26994,0.43622831983451893,0.19211032740676948
26995,0.5014611087112746,0.16882056093098033
26996,0.37875613701125765,0.30875653472355874
26997,0.16931727920289041,0.029827172968361196
26998,0.07919190414731993,0.028527424394418834
26999,0.6609327696673573,0.4459950796618917
27000,0.19206437317512984,0.08431962521151795
27001,0.6032476263947428,0.03612055931625364
27002,0.189349062265658,0.008786592244105879
27003,0.08255292641703102,0.030533437251040067
27004,0.49589657866295006,0.16215576372164792
27005,0.7945297477622167,0.3648210367270322
27006,0.8284551563382039,0.7774028492005991
27007,0.12568666990314434,0.06614867298411176
27008,0.06759665999459522,0.040985510718708
27009,0.18067252440482784,0.07043641891293276
27010,0.17280461574160022,0.08312664108406835
27011,0.29010283034286044,0.13002492109476999
27012,0.620679594629447,0.39140862307444474
27013,0.2631986439707002,0.1020043385074771
27014,0.3682761329773702,0.050762684044112626
27015,0.4486331053398143,0.14127496172658655
27016,0.14475776522466222,0.03958128691850654
27017,0.7013210665167097,0.4242318513755681
27018,0.13905962201208366,0.08665760336154316
27019,0.938805314198982,0.8760444488888293
27020,0.4347566580342662,0.25180349638992655
27021,0.5517940800187833,0.1483744195651702
27022,0.29856315096979474,0.1654777943197897
27023,0.12142557736957468,0.06827508739069398
27024,0.24987708756317895,0.07532948623121062
27025,0.06947732202837252,0.08398044651631774
27026,0.5506804692982957,0.14809761147808306
27027,0.5122616664768763,0.056538743879105444
27028,0.7659630977142133,0.3073453685226165
27029,0.4043034253405095,0.0814199844829175
27030,0.5635725371701389,0.27335342382290123
27031,0.8029677820044926,0.16776904261495998
27032,0.4872668637485131,0.21204421295970077
27033,0.566314325649267,0.222843579813961
27034,0.7650769423401552,0.00901559327746592
27035,0.22572795254596165,0.11186910412569938
27036,0.567348326218137,0.17287778137458829
27037,0.8776211418274057,0.7085696642973599
27038,0.05545891986089091,0.060114328573636626
27039,0.7812108938539901,0.6965980845426356
27040,0.15193750635382616,0.15437050859007254
27041,0.3377277402336856,0.08271263475748836
27042,0.6418847092188531,0.07112470721567604
27043,0.7774667195552231,0.5069023938055576
27044,0.027443071794683256,0.004679646749317293
27045,0.530171802789098,0.13335648929430008
27046,0.26765818939670644,0.08390223747284677
27047,0.5985366645798781,0.5878268318264162
27048,0.16845499180327278,0.11903864258174596
27049,0.9009464007887001,0.3104745087751167
27050,0.42959077079199903,0.052081449798592645
27051,0.39004209684269325,0.14470411644539702
27052,0.5814393378532146,0.1539719673193795
27053,0.927895830494006,0.8645098090424397
27054,0.0930057516175713,0.015113897816768203
27055,0.8445609402266254,0.0758005766577273
27056,0.1133959805537455,0.043933174281030926
27057,0.04343330133081012,0.030928076624221867
27058,0.9025657802613936,0.7910421298477902
27059,0.22818288290209401,0.07041659451047648
27060,0.2542294056055869,0.02217806302374841
27061,0.5777338703908906,0.12091656061835128
27062,0.612328949421286,0.06531734291219927
27063,0.5577078738968124,0.061769752743339235
27064,0.7634709691893171,0.27737910502949503
27065,0.34765926016180554,0.06329334398632436
27066,0.6453469799178048,0.04620020132964085
27067,0.5212022793842847,0.3430716043060221
27068,0.9387769473884389,0.8318428173607041
27069,0.9010243110205433,0.5116332206349876
27070,0.08088214014002265,0.02151873033442044
27071,0.1655251054845941,0.060735812002627815
27072,0.9013260699968743,0.12651940273420093
27073,0.7622041772621582,0.028671769412458043
27074,0.37072654649568404,0.04436004891178972
27075,0.8637412186960111,0.7223746203113599
27076,0.6963792413869343,0.6602163633108289
27077,0.21835248254840747,0.06876951784422425
27078,0.8007021401437692,0.21825682536256077
27079,0.8904858793348872,0.21672263995943836
27080,0.26903163155178533,0.059229078948912536
27081,0.7810824472522329,0.027551724842771005
27082,0.527217342308487,0.2300166670873642
27083,0.3812442399929309,0.09392794485382544
27084,0.4083108325425556,0.8525444290320148
27085,0.030522059929677294,0.044255954770285044
27086,0.17093757736906284,0.08894543595570456
27087,0.41496271172385585,0.20229672713217864
27088,0.70506761454836,0.1907093009771665
27089,0.4424504345096517,0.25578903805214
27090,0.35287840646386104,0.18914878934210752
27091,0.13297830844111413,0.5635558374146249
27092,0.23110956913598332,0.08858098404879168
27093,0.2632045578634758,0.19786976895013644
27094,0.01759535032819454,0.0028802017544138333
27095,0.30809672657320203,0.05460497200650441
27096,0.4649939061002908,0.04476885605368631
27097,0.6987462831607839,0.6011503576711814
27098,0.8991176521002043,0.6469005315053176
27099,0.35629585249001544,0.14240498728399734
27100,0.5752715959540061,0.042675994246567144
27101,0.5415063105212544,0.08095591534068947
27102,0.8145456995271635,0.07150765794639667
27103,0.034307890695793535,0.007285144929498051
27104,0.43406678037265106,0.2757036648654187
27105,0.32716862142057523,0.019173985029162975
27106,0.7223768037025339,0.4625178825792537
27107,0.8980917468315923,0.6110580072084406
27108,0.3838913850115771,0.1262981827351706
27109,0.18225962171489613,0.07863785660275621
27110,0.2037553161191038,0.03012869649438137
27111,0.21049609601218477,0.0340599195207257
27112,0.7734634110417791,0.3045042575449027
27113,0.2811513419873079,0.09209455724368282
27114,0.356694533986242,0.11114647371001667
27115,0.9070144283679418,0.699636103520718
27116,0.8350722958698495,0.13328001611435852
27117,0.1708359135969157,0.06756281559591261
27118,0.3257169308070094,0.10128375463121043
27119,0.24635637581618788,0.05444044905284473
27120,0.9447173510565188,0.23074139146831169
27121,0.684266068816748,0.016988036153348325
27122,0.2594244228649692,0.06344488576480446
27123,0.2466707853874486,0.10733064137399694
27124,0.2126988949195829,0.06197301593962651
27125,0.04735918148134577,0.011856899994989276
27126,0.17377950577078,0.44682195434113575
27127,0.1401477572178067,0.03547577100972092
27128,0.4308221270075017,0.18713314299851797
27129,0.6859922870512908,0.6437055745601264
27130,0.28334629249570314,0.1329757165218206
27131,0.05833726246061834,0.0534384725650831
27132,0.8461943943317077,0.4912931252447414
27133,0.5245121664612249,0.12347166906608623
27134,0.9061336365647139,0.6601960707704478
27135,0.5187719645034315,0.20396636152857983
27136,0.3427034043977302,0.07448830101279859
27137,0.21767927293882908,0.06932387481665951
27138,0.5178668624915488,0.18629237757489406
27139,0.10675463925184756,0.12962079995676154
27140,0.9577934671663088,0.9184729033556087
27141,0.8215639604601912,0.6433729274643465
27142,0.19971220291958552,0.052550786811879004
27143,0.6749767173781981,0.2963768576757383
27144,0.07388237418959791,0.06933817096963248
27145,0.7238798969947913,0.5685223434786992
27146,0.912249911010812,0.05560861925370131
27147,0.3027139959003069,0.06888589316296333
27148,0.18608959186364477,0.09323646110509712
27149,0.18489214650407174,0.30881366262793264
27150,0.9722467579788059,0.6850212900472971
27151,0.7220632117399494,0.12649850415033984
27152,0.2920480903326433,0.04051934231436832
27153,0.5618461453865768,0.19448265776696622
27154,0.9210056725816821,0.7655972990924599
27155,0.4682825841048342,0.13941722399542522
27156,0.23348608937721013,0.01457426813637329
27157,0.4332026222988741,0.015524047759162378
27158,0.19081689476441427,0.05642873954021881
27159,0.19027609165475678,0.052610548531692565
27160,0.3098445783093462,0.256419225843542
27161,0.5882670247014413,0.29642736243749085
27162,0.9277512169796027,0.1803398254561898
27163,0.4808671534323729,0.4771683338360126
27164,0.20069312425095473,0.2500274986699852
27165,0.7667252977140858,0.5924708548507325
27166,0.15436943910964068,0.07357178305504664
27167,0.496195466870101,0.1511293220192598
27168,0.6995918375741935,0.13812299066918074
27169,0.64303522890766,0.38833498018053775
27170,0.7652273407040973,0.3202644886636548
27171,0.3032970330995271,0.041862347575737494
27172,0.762118629468521,0.037861087027499817
27173,0.6161170074543284,0.28098513054072166
27174,0.27812907448660285,0.10155257503805205
27175,0.12370880463933086,0.048280927748997435
27176,0.9171910388528081,0.46852502457332823
27177,0.9552572917131881,0.774615405435179
27178,0.3030036838326815,0.1055266279758763
27179,0.3973396085690449,0.1317833153410541
27180,0.3454155499565691,0.24792904349941586
27181,0.72764103198414,0.03427209377471033
27182,0.9470821536927322,0.7255274439962281
27183,0.3410226078549989,0.040268892240262116
27184,0.43475570209089115,0.04144663709957189
27185,0.7953552767753114,0.5079120080196005
27186,0.5664217971526723,0.16034870291658077
27187,0.27521501092924067,0.1673239982087225
27188,0.5162272476598277,0.07677323843902958
27189,0.5288006688388028,0.11030627326050889
27190,0.7607833156147561,0.4315592038105039
27191,0.9631610174989421,0.18136390158055118
27192,0.8233256107291801,0.5698834792163996
27193,0.03534848524884631,0.0057952061893179994
27194,0.34176924279292437,0.11781101302788735
27195,0.135727573839678,0.02441090928304739
27196,0.2482513549470965,0.2634060976486735
27197,0.836278722093181,0.10228450916365728
27198,0.9694451633130895,0.9132354641454415
27199,0.06678245617948385,0.03087440404152258
27200,0.7559399220040774,0.29076946375941765
27201,0.917633896885654,0.71880804902263
27202,0.07207504982036043,0.10424103396448595
27203,0.17635848898383963,0.06940234719101077
27204,0.11598434786097199,0.042811523804918074
27205,0.4185060251915232,0.11324104005981027
27206,0.3353198666998809,0.18671322828445192
27207,0.4454418393954364,0.11753125048564987
27208,0.5098814776942244,0.7516615948490694
27209,0.4967403906003765,0.17431222354380996
27210,0.28530325094193204,0.22102374757425283
27211,0.2902072709562262,0.11349525072640691
27212,0.8565057465296732,0.44767705926548984
27213,0.4821578949122731,0.23181518417733182
27214,0.17906665291595147,0.04130897310487329
27215,0.6032489867346416,0.086721871502482
27216,0.7991360069471743,0.09183606257909788
27217,0.1814181085757529,0.03227487268170117
27218,0.8893296049053921,0.6230052123630212
27219,0.7066218068184572,0.44931298751799387
27220,0.5890784558368649,0.21561329808982144
27221,0.3665151698003233,0.1108518583734985
27222,0.6578698334241092,0.24264831943218482
27223,0.6881256388800088,0.050131291867258114
27224,0.6954151277148332,0.20734098246986893
27225,0.3774820727593974,0.2271504511603585
27226,0.27179779364698997,0.02548300813898917
27227,0.26209450826654074,0.12168441386960933
27228,0.7961342288887217,0.45952241655566617
27229,0.9517757936743563,0.8231576658774213
27230,0.9584900520746279,0.1690403708065241
27231,0.8243912971566297,0.5060137634688254
27232,0.7628177328215178,0.1718927126150017
27233,0.26512315810365655,0.3716903345388408
27234,0.04289577795281197,0.05662395431097563
27235,0.8325248349726193,0.8174161070279917
27236,0.91629896933571,0.0997996098702859
27237,0.5212022793842847,0.3430716043060221
27238,0.6046051424585037,0.2363257263461677
27239,0.19199841261122536,0.4736349208024666
27240,0.3596833885988625,0.08278170719317657
27241,0.27978345022706813,0.1063175107013935
27242,0.48695552876127035,0.1355733457087705
27243,0.10053818900847623,0.05381390613526969
27244,0.1966479127074256,0.0637493193632409
27245,0.46011786675111604,0.11033366126418334
27246,0.9330852343164583,0.8013090423452115
27247,0.9235762565885057,0.1907552430029677
27248,0.7617216641548856,0.18043944965759212
27249,0.34478716754203226,0.06924377735988131
27250,0.36890024886342704,0.11534437621966696
27251,0.18315928060439854,0.07413598674066178
27252,0.43819396678956735,0.14038966073100717
27253,0.8431383746408858,0.06519168898351137
27254,0.9527517703082795,0.8709405110297384
27255,0.37260477407862336,0.13715457495604752
27256,0.9605671383642075,0.5626964642208346
27257,0.4781614178190236,0.3576134096425301
27258,0.605229770677781,0.3622736038209124
27259,0.7775627003760566,0.5612705693548516
27260,0.421121523348359,0.08814944886769405
27261,0.4316527761974352,0.10748764258241537
27262,0.48505305456318737,0.18004565312055099
27263,0.11025791573061522,0.05047184696714146
27264,0.12602487987438935,0.08730230715359696
27265,0.46271439689467536,0.07435712473291184
27266,0.17504874618105704,0.06725746125487102
27267,0.8784603485118099,0.2510190501021078
27268,0.1325267665470478,0.01589868557443016
27269,0.46026426132993997,0.7657185358081171
27270,0.0720791795045209,0.03416915295606871
27271,0.3249591076527468,0.05158737959325888
27272,0.4665105564786935,0.01543841402079947
27273,0.300235314367037,0.0652430609927153
27274,0.5028969191713901,0.1496352136323441
27275,0.4814797070765417,0.22071591730071227
27276,0.28966267952913516,0.02085310308171698
27277,0.7383041446089068,0.0545059421257468
27278,0.337810788394635,0.1417712277954416
27279,0.20352256674867122,0.09774374574101517
27280,0.5810771108666668,0.30271836879025216
27281,0.3100778308141402,0.06865216226097962
27282,0.7689696010857542,0.061776686094667084
27283,0.059410536251735334,0.008837348721005915
27284,0.34476667779830344,0.10009084393898303
27285,0.23779926318230082,0.08642139199896637
27286,0.15513744368692414,0.0588179071369349
27287,0.5589997949990441,0.2040387750128139
27288,0.6842222956137761,0.46882928277951935
27289,0.544007977571953,0.37137599505793
27290,0.219416520634312,0.029775942919760757
27291,0.8587126464499891,0.7066821630692879
27292,0.6201137209417976,0.04962249063670939
27293,0.9531092141882509,0.10811525024266155
27294,0.10765633112190987,0.027430673700361924
27295,0.8444208293628209,0.286776191960951
27296,0.601698193657842,0.06047518933073043
27297,0.8518895333190115,0.0891845395979351
27298,0.3850352453817234,0.11101236659420567
27299,0.4965487360714258,0.2396595122482931
27300,0.9456193352744302,0.18628306937815978
27301,0.08233436798460576,0.015609834189291785
27302,0.6175421942107292,0.12600823529364194
27303,0.16847746057093888,0.03008308873467459
27304,0.6251739001833073,0.07834977447955552
27305,0.029718085500883985,0.03202423684595961
27306,0.3729613364041547,0.18462800909230032
27307,0.7764700487675533,0.7450953881516236
27308,0.3095053528151541,0.1579138291115705
27309,0.9362903972457036,0.5488089456850722
27310,0.061974664802094924,0.03753254849123446
27311,0.17181254362718718,0.1023262360631793
27312,0.3101520387596183,0.07148102386695138
27313,0.2067125055269112,0.085035280170167
27314,0.1547536947835113,0.06427099419110065
27315,0.42506211097190966,0.12928888944960085
27316,0.5609642537589016,0.26704476236457464
27317,0.14679658631809292,0.07048389230406268
27318,0.3777541889810167,0.23808080934310352
27319,0.8204936544425404,0.3621133067378882
27320,0.7819480494692803,0.46950354767777347
27321,0.41738948725883973,0.05517325359149025
27322,0.1071878235900769,0.2912400260839654
27323,0.6626165459422249,0.08509897865530189
27324,0.6719962333817158,0.3962354268303061
27325,0.8853700842705003,0.6676822812251846
27326,0.6310321402755346,0.16830563604625048
27327,0.15547217222026716,0.08197495955805542
27328,0.5631635097325423,0.17045515895692406
27329,0.37862664576910793,0.12808875723894003
27330,0.28086156625588105,0.009615556546256974
27331,0.2922337522965863,0.09806585701495867
27332,0.8745027693431872,0.11636933517748337
27333,0.8004543875100345,0.6164744444395667
27334,0.08188549161615397,0.06213646579895037
27335,0.15200865488993526,0.1729588040292459
27336,0.2781858390124603,0.10430204141151836
27337,0.8923051588755379,0.37385954318179193
27338,0.45046171463350465,0.276845344632388
27339,0.3397423059142742,0.28695515050860776
27340,0.07078607775387821,0.016409599747448135
27341,0.45641080735874967,0.19635523989323253
27342,0.690642039718371,0.034215192237791146
27343,0.23836610884414444,0.0698168947390343
27344,0.37403853625348527,0.22952645881465708
27345,0.29364583930692634,0.060401163131750854
27346,0.9355285619295527,0.7463651430967669
27347,0.8747235027633161,0.6699580780420772
27348,0.25945847967986574,0.09040028548396752
27349,0.40138669732824017,0.09711670414419436
27350,0.897705391994445,0.13418111903524899
27351,0.9000422943439731,0.8059943348377111
27352,0.5072623199224463,0.1397727951877191
27353,0.22863194219096594,0.01202908839757438
27354,0.3843995879084466,0.14915186265016894
27355,0.2559724077558282,0.24102138860279013
27356,0.6648022756897347,0.27943288382324505
27357,0.25414371795858987,0.11675983607123401
27358,0.636619823968743,0.23092379711351244
27359,0.6134420183567831,0.3010657846171075
27360,0.6783220645644715,0.20163117444089548
27361,0.8803858774867847,0.034843724843073
27362,0.5187689155367909,0.1961317463892121
27363,0.2911521945122997,0.14554817541546358
27364,0.32449732014948346,0.06464530767117313
27365,0.5530867078691428,0.2589292192169639
27366,0.47642553688032807,0.4627266612810668
27367,0.36664890837736075,0.13630013565881124
27368,0.45305230445838296,0.1104695816280451
27369,0.11901500959926382,0.07161562128865614
27370,0.5948076239332223,0.00901983981468933
27371,0.5761756397369686,0.33966950953699104
27372,0.21943937651702772,0.07322097512131533
27373,0.7628650533555379,0.7843620218181272
